# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Jun 25 09:39:08 2026
#
# User preference: *
#
# CONSTRAINT:  where (soltype like '%confirmed%'
# CONSTRAINT:  and pl_controv_flag = 0
# CONSTRAINT:  and pl_radj > 0
# CONSTRAINT:  and pl_bmassj > 0)
# CONSTRAINT:  order by pl_bmassj desc
#
# COLUMN pl_name:        Planet Name
# COLUMN sy_snum:        Number of Stars
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
#
pl_name,sy_snum,discoverymethod,disc_year,soltype,pl_controv_flag,pl_radj,pl_bmassj
Kepler-57 c,1,Transit,2012,Published Confirmed,0,0.15000000,0.02300000
Kepler-350 c,1,Transit,2013,Published Confirmed,0,0.22600000,0.02300000
Kepler-339 c,1,Transit,2014,Published Confirmed,0,0.10300000,0.02300000
Kepler-305 b,1,Transit,2013,Published Confirmed,0,0.32700000,0.02300000
Kepler-289 b,1,Transit,2014,Published Confirmed,0,0.19200000,0.02300000
Kepler-11 d,1,Transit,2010,Published Confirmed,0,0.27800000,0.02300000
Kepler-100 b,1,Transit,2014,Published Confirmed,0,0.11800000,0.02300000
TOI-4342 b,1,Transit,2023,Published Confirmed,0,0.20777982,0.02296837
TOI-2076 d,1,Transit,2021,Published Confirmed,0,0.29173036,0.02296837
K2-38 b,1,Transit,2016,Published Confirmed,0,0.13738983,0.02296837
Kepler-109 b,1,Transit,2014,Published Confirmed,0,0.21100000,0.02296825
TOI-2345 c,1,Transit,2025,Published Confirmed,0,0.21866395,0.02287398
HD 86226 c,1,Transit,2020,Published Confirmed,0,0.19270229,0.02281094
TOI-1470 c,1,Transit,2023,Published Confirmed,0,0.22035902,0.02277959
TOI-2076 c,1,Transit,2021,Published Confirmed,0,0.31581819,0.02265373
K2-18 b,1,Transit,2015,Published Confirmed,0,0.21955609,0.02265373
HD 191939 c,1,Transit,2020,Published Confirmed,0,0.27477967,0.02265373
Kepler-68 c,2,Transit,2013,Published Confirmed,0,0.08921402,0.02265362
HD 15337 b,1,Transit,2019,Published Confirmed,0,0.15160000,0.02265362
TOI-421 b,2,Transit,2020,Published Confirmed,0,0.23909359,0.02255923
LP 791-18 c,1,Transit,2019,Published Confirmed,0,0.22196488,0.02252788
Kepler-104 c,2,Transit,2014,Published Confirmed,0,0.21054546,0.02247458
Kepler-36 c,1,Transit,2012,Published Confirmed,0,0.32821840,0.02243338
LP 791-18 c,1,Transit,2019,Published Confirmed,0,0.21750417,0.02233910
LP 791-18 c,1,Transit,2019,Published Confirmed,0,0.22035902,0.02233910
K2-199 b,1,Transit,2018,Published Confirmed,0,0.15523267,0.02233910
K2-146 c,1,Transit,2019,Published Confirmed,0,0.23106472,0.02233910
HR 858 d,2,Transit,2019,Published Confirmed,0,0.17851757,0.02233910
WASP-47 e,1,Transit,2015,Published Confirmed,0,0.15969338,0.02221324
Kepler-100 c,1,Transit,2014,Published Confirmed,0,0.19600000,0.02218167
LTT 3780 c,2,Transit,2020,Published Confirmed,0,0.20786903,0.02208739
K2-229 c,1,Transit,2018,Published Confirmed,0,0.18199692,0.02202446
HIP 9618 c,1,Transit,2023,Published Confirmed,0,0.30587610,0.02202446
TOI-561 c,1,Transit,2020,Published Confirmed,0,0.25872067,0.02202435
Kepler-310 d,1,Transit,2014,Published Confirmed,0,0.18734945,0.02202435
Kepler-326 d,1,Transit,2014,Published Confirmed,0,0.21500000,0.02200000
Kepler-18 b,1,Transit,2011,Published Confirmed,0,0.17800000,0.02200000
Kepler-11 e,1,Transit,2010,Published Confirmed,0,0.35500000,0.02200000
CoRoT-7 b,1,Transit,2009,Published Confirmed,0,0.16600000,0.02200000
LHS 1140 b,1,Transit,2017,Published Confirmed,0,0.15407262,0.02196143
Kepler-80 b,1,Transit,2012,Published Confirmed,0,0.23820145,0.02180411
WASP-47 e,1,Transit,2015,Published Confirmed,0,0.15817647,0.02174118
TOI-1235 b,1,Transit,2020,Published Confirmed,0,0.15505397,0.02174118
TOI-776 c,1,Transit,2020,Published Confirmed,0,0.18262142,0.02170983
TOI-561 c,1,Transit,2020,Published Confirmed,0,0.26113592,0.02170983
TOI-1758 b,1,Transit,2024,Published Confirmed,0,0.31736770,0.02170983
K2-199 b,1,Transit,2018,Published Confirmed,0,0.15434053,0.02170983
HIP 41378 b,1,Transit,2016,Published Confirmed,0,0.23151079,0.02167836
Kepler-57 c,1,Transit,2012,Published Confirmed,0,0.19591434,0.02158397
Kepler-131 b,1,Transit,2014,Published Confirmed,0,0.18413806,0.02156828
Kepler-454 b,2,Transit,2015,Published Confirmed,0,0.21143724,0.02152094
WASP-47 e,1,Transit,2015,Published Confirmed,0,0.16147738,0.02148948
TOI-2120 b,1,Transit,2024,Published Confirmed,0,0.18931249,0.02139519
TOI-1184 b,1,Transit,2024,Published Confirmed,0,0.21498325,0.02139519
Kepler-323 c,1,Transit,2014,Published Confirmed,0,0.14006626,0.02139519
Kepler-11 d,1,Transit,2010,Published Confirmed,0,0.29440628,0.02139509
HD 15337 c,1,Transit,2019,Published Confirmed,0,0.22535501,0.02137002
WASP-47 e,1,Transit,2015,Published Confirmed,0,0.16129923,0.02130080
Kepler-80 d,1,Transit,2014,Published Confirmed,0,0.13649746,0.02123777
Kepler-80 c,1,Transit,2012,Published Confirmed,0,0.24444643,0.02120631
TOI-421 b,2,Transit,2020,Published Confirmed,0,0.23552543,0.02108056
TOI-238 c,1,Radial Velocity,2024,Published Confirmed,0,0.19448691,0.02108056
TOI-2076 b,1,Transit,2021,Published Confirmed,0,0.23106472,0.02108056
Kepler-51 b,1,Transit,2012,Published Confirmed,0,0.60933284,0.02108056
K2-32 d,2,Transit,2016,Published Confirmed,0,0.31082220,0.02108056
Kepler-11 e,1,Transit,2010,Published Confirmed,0,0.35685610,0.02108045
TOI-1235 b,1,Transit,2020,Published Confirmed,0,0.15077196,0.02104909
TOI-1759 b,1,Transit,2022,Published Confirmed,0,0.27900000,0.02100000
Kepler-114 b,1,Transit,2014,Published Confirmed,0,0.09100000,0.02100000
Kepler-11 d,1,Transit,2010,Published Confirmed,0,0.26500000,0.02100000
GJ 1214 b,1,Transit,2009,Published Confirmed,0,0.23900000,0.02100000
LHS 1140 b,1,Transit,2017,Published Confirmed,0,0.12757605,0.02092314
TOI-1468 c,1,Transit,2022,Published Confirmed,0,0.18413806,0.02089178
TOI-125 c,1,Transit,2019,Published Confirmed,0,0.24614149,0.02086021
Kepler-48 b,1,Transit,2012,Published Confirmed,0,0.16549230,0.02079473
TOI-561 c,1,Transit,2020,Published Confirmed,0,0.25961326,0.02076592
TOI-1244 b,1,Transit,2024,Published Confirmed,0,0.21198309,0.02076592
Kepler-51 d,1,Transit,2014,Published Confirmed,0,0.83147614,0.02076592
K2-3 b,1,Transit,2015,Published Confirmed,0,0.20430012,0.02076582
Kepler-106 e,1,Transit,2014,Published Confirmed,0,0.23383036,0.02073643
TOI-406.01,1,Transit,2024,Published Confirmed,0,0.18556549,0.02067153
TOI-283 b,1,Transit,2025,Published Confirmed,0,0.20876118,0.02057714
K2-265 b,2,Transit,2018,Published Confirmed,0,0.15255598,0.02057704
HIP 41378 c,1,Transit,2016,Published Confirmed,0,0.22348152,0.02054568
HD 15337 b,1,Transit,2019,Published Confirmed,0,0.15790910,0.02051107
TOI-1798.01,1,Transit,2024,Published Confirmed,0,0.21278168,0.02045129
K2-167 b,1,Transit,2018,Published Confirmed,0,0.20519261,0.02045129
K2-285 d,1,Transit,2018,Published Confirmed,0,0.22125078,0.02045118
K2-131 b,1,Transit,2017,Published Confirmed,0,0.16147738,0.02045118
K2-291 b,1,Transit,2019,Published Confirmed,0,0.14176133,0.02041982
K2-291 b,1,Transit,2019,Published Confirmed,0,0.14176108,0.02041972
K2-3 b,1,Transit,2015,Published Confirmed,0,0.19091834,0.02038836
K2-3 b,1,Transit,2015,Published Confirmed,0,0.20073190,0.02035690
TOI-5788 c,1,Transit,2026,Published Confirmed,0,0.20269461,0.02013665
TOI-1347 c,1,Transit,2024,Published Confirmed,0,0.14274268,0.02013665
TOI-1269 b,1,Transit,2024,Published Confirmed,0,0.21424275,0.02013665
TOI-1266 c,1,Transit,2020,Published Confirmed,0,0.14925532,0.02013665
K2-291 b,1,Transit,2019,Published Confirmed,0,0.14113659,0.02013655
LHS 1140 b,1,Transit,2017,Published Confirmed,0,0.14586518,0.02007372
TOI-2136 b,1,Transit,2022,Published Confirmed,0,0.19537905,0.02004226
GJ 1214 b,1,Transit,2009,Published Confirmed,0,0.24444643,0.02004216
TOI-1695 b,1,Transit,2022,Published Confirmed,0,0.16950694,0.02001080
Kepler-87 c,1,Transit,2013,Published Confirmed,0,0.54800000,0.02000000
Kepler-68 b,2,Transit,2013,Published Confirmed,0,0.21000000,0.02000000
Kepler-406 b,1,Transit,2014,Published Confirmed,0,0.12760000,0.02000000
GJ 1214 b,1,Transit,2009,Published Confirmed,0,0.23600000,0.02000000
GJ 1214 b,1,Transit,2009,Published Confirmed,0,0.20300000,0.02000000
K2-138 c,1,Transit,2017,Published Confirmed,0,0.20510304,0.01985338
HD 110067 c,3,Transit,2023,Published Confirmed,0,0.21304346,0.01982202
Kepler-79 e,1,Transit,2014,Published Confirmed,0,0.30457668,0.01982192
K2-131 b,1,Transit,2017,Published Confirmed,0,0.14729235,0.01982192
LTT 3780 c,2,Transit,2020,Published Confirmed,0,0.21589831,0.01979055
TOI-1201 b,2,Transit,2021,Published Confirmed,0,0.21545224,0.01975909
Wolf 503 b,1,Transit,2018,Published Confirmed,0,0.18226457,0.01972763
GJ 1214 b,1,Transit,2009,Published Confirmed,0,0.25400000,0.01970000
Wolf 503 b,1,Transit,2018,Published Confirmed,0,0.18226457,0.01969616
WASP-132 c,1,Transit,2022,Published Confirmed,0,0.16424330,0.01969616
KOI-94 c,2,Transit,2013,Published Confirmed,0,0.34472358,0.01952013
TOI-270 c,1,Transit,2019,Published Confirmed,0,0.20786903,0.01950738
TOI-2431 b,1,Transit,2026,Published Confirmed,0,0.13685455,0.01950738
Kepler-305 d,1,Transit,2014,Published Confirmed,0,0.24623113,0.01950738
K2-19 d,1,Transit,2016,Published Confirmed,0,0.09313960,0.01950738
HD 28109 b,1,Transit,2022,Published Confirmed,0,0.23998614,0.01950738
Kepler-51 d,1,Transit,2014,Published Confirmed,0,1.05272549,0.01950728
Kepler-26 c,1,Transit,2011,Published Confirmed,0,0.24266215,0.01950728
TOI-270 c,1,Transit,2019,Published Confirmed,0,0.21009939,0.01935006
Kepler-26 c,1,Transit,2011,Published Confirmed,0,0.22392720,0.01925558
Kepler-19 b,1,Transit,2011,Published Confirmed,0,0.19707412,0.01919275
K2-216 b,1,Transit,2018,Published Confirmed,0,0.14809554,0.01919275
HD 207496 b,1,Transit,2023,Published Confirmed,0,0.20073190,0.01919275
HD 191939 c,1,Transit,2020,Published Confirmed,0,0.28391320,0.01919275
HD 135694 b,1,Transit,2023,Published Confirmed,0,0.22589148,0.01919275
Kepler-26 c,1,Transit,2011,Published Confirmed,0,0.22303506,0.01919265
Kepler-51 c,1,Transit,2012,Published Confirmed,0,0.57097074,0.01916128
CoRoT-7 b,1,Transit,2009,Published Confirmed,0,0.13631926,0.01905431
Kepler-454 b,2,Transit,2015,Published Confirmed,0,0.21000000,0.01904597
Kepler-99 b,2,Transit,2014,Published Confirmed,0,0.13200000,0.01900000
Kepler-92 c,1,Transit,2013,Published Confirmed,0,0.23200000,0.01900000
Kepler-79 d,1,Transit,2014,Published Confirmed,0,0.63900000,0.01900000
Kepler-79 c,1,Transit,2012,Published Confirmed,0,0.33200000,0.01900000
Kepler-350 c,1,Transit,2013,Published Confirmed,0,0.27700000,0.01900000
Kepler-305 c,1,Transit,2013,Published Confirmed,0,0.29400000,0.01900000
Kepler-11 d,1,Transit,2010,Published Confirmed,0,0.30600000,0.01900000
Kepler-11 c,1,Transit,2010,Published Confirmed,0,0.24400000,0.01900000
V1298 Tau d,3,Transit,2019,Published Confirmed,0,0.58256858,0.01887811
Kepler-409 b,1,Transit,2014,Published Confirmed,0,0.10696780,0.01887811
K2-38 b,1,Transit,2016,Published Confirmed,0,0.13828198,0.01887811
Kepler-462 c,1,Transit,2018,Published Confirmed,0,0.35685610,0.01887802
Kepler-68 b,2,Transit,2013,Published Confirmed,0,0.20786868,0.01878363
LHS 1903 d,1,Transit,2026,Published Confirmed,0,0.22303545,0.01875226
Kepler-80 d,1,Transit,2014,Published Confirmed,0,0.11678136,0.01872079
TOI-561 c,1,Transit,2020,Published Confirmed,0,0.25559862,0.01865787
TOI-469.01,1,Transit,2021,Published Confirmed,0,0.30567750,0.01856348
TOI-1235 b,1,Transit,2020,Published Confirmed,0,0.15112882,0.01856348
K2-79 b,1,Transit,2016,Published Confirmed,0,0.37023884,0.01856348
Kepler-49 c,1,Transit,2012,Published Confirmed,0,0.24979927,0.01856338
Kepler-223 d,1,Transit,2014,Published Confirmed,0,0.33901329,0.01856338
Kepler-177 b,1,Transit,2013,Published Confirmed,0,0.31224909,0.01837460
TOI-469.01,1,Transit,2021,Published Confirmed,0,0.29975964,0.01824884
TOI-201 d,1,Transit,2026,Published Confirmed,0,0.12400771,0.01824884
HD 28109 d,1,Transit,2022,Published Confirmed,0,0.27745609,0.01824884
HD 191939 d,1,Transit,2020,Published Confirmed,0,0.27121110,0.01824884
EPIC 220674823 c,1,Transit,2016,Published Confirmed,0,0.22303506,0.01824875
LHS 1903 e,1,Transit,2026,Published Confirmed,0,0.15451896,0.01821738
K2-146 b,1,Transit,2018,Published Confirmed,0,0.18288875,0.01816000
TOI-1801 b,2,Transit,2023,Published Confirmed,0,0.18600000,0.01805377
KOI-94 b,2,Transit,2013,Published Confirmed,0,0.14613282,0.01805098
CoRoT-7 b,1,Transit,2009,Published Confirmed,0,0.14100000,0.01800000
CoRoT-24 b,1,Transit,2014,Published Confirmed,0,0.33000000,0.01800000
TOI-733 b,1,Transit,2023,Published Confirmed,0,0.17771464,0.01799713
HD 80653 b,1,Transit,2020,Published Confirmed,0,0.14390247,0.01799713
Kepler-51 d,1,Transit,2014,Published Confirmed,0,0.84396612,0.01793421
K2-32 c,2,Transit,2016,Published Confirmed,0,0.26853468,0.01793421
K2-222 b,1,Transit,2018,Published Confirmed,0,0.21500617,0.01793421
HD 135694 b,1,Transit,2023,Published Confirmed,0,0.22392759,0.01793421
EPIC 220674823 c,1,Transit,2016,Published Confirmed,0,0.24712285,0.01793412
Kepler-507 b,1,Transit,2016,Published Confirmed,0,0.11455100,0.01792452
HD 3167 b,1,Transit,2016,Published Confirmed,0,0.14042312,0.01790274
HD 110067 b,3,Transit,2023,Published Confirmed,0,0.19627119,0.01790274
HD 28109 d,1,Transit,2022,Published Confirmed,0,0.28994608,0.01787442
Kepler-51 c,1,Transit,2012,Published Confirmed,0,0.57097074,0.01777689
TOI-178 f,1,Transit,2021,Published Confirmed,0,0.21563067,0.01771396
TOI-1798.02,1,Transit,2024,Published Confirmed,0,0.12484546,0.01761957
LHS 1140 b,1,Transit,2017,Published Confirmed,0,0.15434053,0.01761957
Kepler-51 d,1,Transit,2014,Published Confirmed,0,0.83147614,0.01761957
Kepler-105 c,1,Transit,2014,Published Confirmed,0,0.12846842,0.01761957
K2-146 b,1,Transit,2018,Published Confirmed,0,0.20073190,0.01761957
HD 80653 b,1,Transit,2020,Published Confirmed,0,0.14390222,0.01761948
HD 3167 b,1,Transit,2016,Published Confirmed,0,0.14506200,0.01758802
K2-111 b,1,Transit,2017,Published Confirmed,0,0.16236980,0.01755664
Kepler-33 e,1,Transit,2011,Published Confirmed,0,0.31492551,0.01752509
Kepler-36 b,1,Transit,2012,Published Confirmed,0,0.14113659,0.01749363
Kepler-104 d,2,Transit,2014,Published Confirmed,0,0.23507936,0.01743092
TOI-1695 b,1,Transit,2022,Published Confirmed,0,0.18110478,0.01730494
Kepler-33 e,1,Transit,2011,Published Confirmed,0,0.31224909,0.01730485
Kepler-100 b,1,Transit,2014,Published Confirmed,0,0.11990386,0.01713162
Kepler-1705 c,1,Transit,2021,Published Confirmed,0,0.18288907,0.01705323
Kepler-65 c,1,Transit,2012,Published Confirmed,0,0.23400839,0.01700000
Kepler-197 c,2,Transit,2014,Published Confirmed,0,0.11000000,0.01700000
TOI-4438 b,1,Transit,2024,Published Confirmed,0,0.22481973,0.01699030
TOI-1246 d,1,Transit,2022,Published Confirmed,0,0.30612930,0.01699030
Kepler-454 b,2,Transit,2015,Published Confirmed,0,0.21143760,0.01699030
Kepler-1655 b,1,Transit,2018,Published Confirmed,0,0.19743098,0.01699030
K2-111 b,1,Transit,2017,Published Confirmed,0,0.10562959,0.01699030
TOI-561 c,1,Transit,2020,Published Confirmed,0,0.25675796,0.01699021
Kepler-177 b,1,Transit,2013,Published Confirmed,0,0.27656348,0.01699021
TOI-561 c,1,Transit,2020,Published Confirmed,0,0.25961326,0.01695884
K2-111 b,1,Transit,2017,Published Confirmed,0,0.16388645,0.01683298
Kepler-289 d,1,Transit,2014,Published Confirmed,0,0.27031896,0.01677006
Kepler-406 b,1,Transit,2014,Published Confirmed,0,0.12944977,0.01676985
K2-141 b,1,Transit,2018,Published Confirmed,0,0.13738960,0.01670704
TOI-521 b,1,Transit,2025,Published Confirmed,0,0.17664407,0.01667566
TOI-1246 d,1,Transit,2022,Published Confirmed,0,0.31314176,0.01667566
TOI-776 c,1,Transit,2020,Published Confirmed,0,0.18021233,0.01667558
Kepler-106 b,1,Transit,2014,Published Confirmed,0,0.07300000,0.01667558
K2-111 b,1,Transit,2017,Published Confirmed,0,0.16236952,0.01664412
Kepler-139 b,1,Transit,2014,Published Confirmed,0,0.21206210,0.01663759
Kepler-454 b,2,Transit,2015,Published Confirmed,0,0.16433252,0.01663272
Kepler-60 b,1,Transit,2012,Published Confirmed,0,0.16852558,0.01654981
TOI-663 d,1,Transit,2024,Published Confirmed,0,0.17129122,0.01636103
TOI-178 d,1,Transit,2021,Published Confirmed,0,0.24043221,0.01636103
K2-12 b,1,Transit,2015,Published Confirmed,0,0.21768259,0.01636103
Kepler-138 c,1,Transit,2014,Published Confirmed,0,0.14898742,0.01636095
Kepler-102 f,1,Transit,2014,Published Confirmed,0,0.07900000,0.01636095
GJ 9827 d,1,Transit,2017,Published Confirmed,0,0.18467303,0.01636095
K2-141 b,1,Transit,2018,Published Confirmed,0,0.13319654,0.01623509
HIP 29442 d,1,Radial Velocity,2023,Published Confirmed,0,0.13721141,0.01617225
GJ 9827 b,1,Transit,2017,Published Confirmed,0,0.14069076,0.01617225
Kepler-26 b,1,Transit,2011,Published Confirmed,0,0.24801499,0.01610924
K2-3 b,1,Transit,2015,Published Confirmed,0,0.18538706,0.01607786
TOI-912 b,1,Transit,2025,Published Confirmed,0,0.17218336,0.01604639
K2-36 b,1,Transit,2016,Published Confirmed,0,0.11517550,0.01604639
HIP 29442 d,1,Radial Velocity,2023,Published Confirmed,0,0.12222342,0.01604639
Kepler-223 c,1,Transit,2014,Published Confirmed,0,0.30689624,0.01604631
Kepler-105 b,1,Transit,2013,Published Confirmed,0,0.49200000,0.01600000
Kepler-21 b,2,Transit,2012,Published Confirmed,0,0.14622179,0.01598339
K2-141 b,1,Transit,2018,Published Confirmed,0,0.13471318,0.01598339
HD 110067 f,3,Transit,2023,Published Confirmed,0,0.23204608,0.01585761
HD 3167 b,1,Transit,2016,Published Confirmed,0,0.15166410,0.01579469
Kepler-26 b,1,Transit,2011,Published Confirmed,0,0.25872067,0.01579461
HD 3167 b,1,Transit,2016,Published Confirmed,0,0.15166384,0.01579461
TOI-776 b,1,Transit,2020,Published Confirmed,0,0.16040709,0.01573176
TOI-5789 c,1,Transit,,Published Confirmed,0,0.25515255,0.01573176
EPIC 220674823 c,1,Transit,2016,Published Confirmed,0,0.26853468,0.01573176
Kepler-408 b,1,Transit,2014,Published Confirmed,0,0.07300000,0.01573168
Kepler-29 b,1,Transit,2011,Published Confirmed,0,0.22749576,0.01573168
Kepler-1655 b,1,Transit,2018,Published Confirmed,0,0.19743064,0.01573168
Kepler-65 c,1,Transit,2012,Published Confirmed,0,0.23061865,0.01567884
K2-141 b,1,Transit,2018,Published Confirmed,0,0.13471341,0.01563737
HD 3167 b,1,Transit,2016,Published Confirmed,0,0.14898768,0.01563737
TOI-1634 b,2,Transit,2021,Published Confirmed,0,0.15969338,0.01544859
GJ 9827 b,1,Transit,2017,Published Confirmed,0,0.14069052,0.01544851
TOI-5624 d,1,Transit,2026,Published Confirmed,0,0.31974361,0.01541712
TOI-4529 b,1,Transit,2026,Published Confirmed,0,0.15790910,0.01541712
TOI-1634 b,2,Transit,2021,Published Confirmed,0,0.15692774,0.01541712
Kepler-109 b,1,Transit,2014,Published Confirmed,0,0.22214330,0.01541712
GJ 9827 b,1,Transit,2017,Published Confirmed,0,0.14015523,0.01538558
GJ 9827 b,1,Transit,2017,Published Confirmed,0,0.13640848,0.01532273
Kepler-26 b,1,Transit,2011,Published Confirmed,0,0.28726965,0.01525981
TOI-1452 b,2,Transit,2022,Published Confirmed,0,0.14916611,0.01516542
pi Men c,1,Transit,2018,Published Confirmed,0,0.18217504,0.01516534
TOI-5624 c,1,Transit,2026,Published Confirmed,0,0.22071588,0.01510249
TOI-4342 c,1,Transit,2023,Published Confirmed,0,0.20956410,0.01510249
TOI-2443 b,1,Transit,2023,Published Confirmed,0,0.21081310,0.01510249
Kepler-223 e,1,Transit,2014,Published Confirmed,0,0.41038451,0.01510241
TOI-270 d,1,Transit,2019,Published Confirmed,0,0.19029384,0.01503956
TOI-178 c,1,Transit,2021,Published Confirmed,0,0.14889821,0.01500802
Kepler-68 c,2,Transit,2013,Published Confirmed,0,0.08500000,0.01500000
Kepler-351 b,1,Transit,2014,Published Confirmed,0,0.27000000,0.01500000
Kepler-102 e,1,Transit,2013,Published Confirmed,0,0.21536303,0.01491646
HD 219134 b,1,Radial Velocity,2015,Published Confirmed,0,0.14292087,0.01491363
HD 3167 b,1,Transit,2016,Published Confirmed,0,0.14515147,0.01488224
HD 136352 b,1,Radial Velocity,2019,Published Confirmed,0,0.14845239,0.01485078
V1298 Tau c,3,Transit,2019,Published Confirmed,0,0.45320802,0.01478785
TOI-451 b,2,Transit,2020,Published Confirmed,0,0.16415409,0.01478785
TOI-2136 b,1,Transit,2022,Published Confirmed,0,0.19627119,0.01478785
TOI-2076 e,1,Transit,2025,Published Confirmed,0,0.11606765,0.01478785
Kepler-102 e,1,Transit,2013,Published Confirmed,0,0.19359477,0.01478785
HD 136352 b,1,Radial Velocity,2019,Published Confirmed,0,0.14657889,0.01472493
Kepler-93 b,1,Transit,2014,Published Confirmed,0,0.13185856,0.01466200
Kepler-139 d,1,Transit,2023,Published Confirmed,0,0.15121803,0.01465595
TOI-178 c,1,Transit,2021,Published Confirmed,0,0.15648167,0.01459907
HD 136352 b,1,Radial Velocity,2019,Published Confirmed,0,0.13221518,0.01453607
Kepler-10 b,1,Transit,2011,Published Confirmed,0,0.13210000,0.01450000
K2-265 b,2,Transit,2018,Published Confirmed,0,0.14952296,0.01447322
K2-233 c,1,Transit,2018,Published Confirmed,0,0.11348043,0.01447322
HIP 41378 d,1,Transit,2016,Published Confirmed,0,0.31581819,0.01447322
L 168-9 b,1,Transit,2020,Published Confirmed,0,0.12400749,0.01447315
Kepler-105 c,1,Transit,2014,Published Confirmed,0,0.11687037,0.01447315
Kepler-10 b,1,Transit,2011,Published Confirmed,0,0.13025248,0.01447315
KOI-1599.01,1,Transit,2019,Published Confirmed,0,0.16950665,0.01447315
CoRoT-7 b,1,Transit,2009,Published Confirmed,0,0.14095816,0.01447315
Ross 176 b,1,Transit,2025,Published Confirmed,0,0.16415409,0.01437883
Kepler-109 b,1,Transit,2014,Published Confirmed,0,0.20777982,0.01432740
LHS 1903 c,1,Transit,2026,Published Confirmed,0,0.18253221,0.01431590
HD 110113 b,1,Transit,2021,Published Confirmed,0,0.18288875,0.01431583
Kepler-93 b,1,Transit,2014,Published Confirmed,0,0.14000000,0.01429776
Kepler-102 d,1,Transit,2014,Published Confirmed,0,0.11954700,0.01428113
TOI-836 b,1,Transit,2023,Published Confirmed,0,0.15202096,0.01425297
TOI-286 b,1,Transit,2024,Published Confirmed,0,0.12668413,0.01425297
GJ 3090 b,1,Transit,2022,Published Confirmed,0,0.19448691,0.01422151
pi Men c,1,Transit,2018,Published Confirmed,0,0.18378089,0.01422144
Kepler-29 b,1,Transit,2011,Published Confirmed,0,0.29886698,0.01418998
TOI-4311 b,1,Transit,2026,Published Confirmed,0,0.12275871,0.01415858
TOI-2128 b,1,Transit,2024,Published Confirmed,0,0.18634597,0.01415858
HIP 29442 c,1,Radial Velocity,2023,Published Confirmed,0,0.14095840,0.01415858
HIP 29442 c,1,Radial Velocity,2023,Published Confirmed,0,0.13837119,0.01415858
Kepler-29 c,1,Transit,2011,Published Confirmed,0,0.20876082,0.01415851
Kepler-279 d,1,Transit,2013,Published Confirmed,0,0.38362031,0.01415851
Kepler-1705 b,1,Transit,2021,Published Confirmed,0,0.18110478,0.01406419
TOI-1266 b,1,Transit,2020,Published Confirmed,0,0.22481973,0.01403273
TOI-663 b,1,Transit,2024,Published Confirmed,0,0.20251618,0.01400127
Kepler-81 c,1,Transit,2012,Published Confirmed,0,0.24100000,0.01400000
Kepler-36 b,1,Transit,2012,Published Confirmed,0,0.13300000,0.01400000
Kepler-305 c,1,Transit,2013,Published Confirmed,0,0.29900000,0.01400000
Kepler-11 b,1,Transit,2010,Published Confirmed,0,0.15300000,0.01400000
Kepler-11 b,1,Transit,2010,Published Confirmed,0,0.17600000,0.01400000
Kepler-10 b,1,Transit,2011,Published Confirmed,0,0.12600000,0.01400000
Kepler-23 d,1,Transit,2014,Published Confirmed,0,0.19680648,0.01396980
Kepler-51 c,1,Transit,2012,Published Confirmed,0,0.80114332,0.01393834
TOI-178 g,1,Transit,2021,Published Confirmed,0,0.26220047,0.01384395
Kepler-60 d,1,Transit,2012,Published Confirmed,0,0.22401680,0.01384395
HIP 41378 c,1,Transit,2016,Published Confirmed,0,0.24328706,0.01384395
HD 219134 c,1,Radial Velocity,2015,Published Confirmed,0,0.13480239,0.01371803
HD 219134 b,1,Radial Velocity,2015,Published Confirmed,0,0.14327772,0.01364289
K2-138 g,1,Transit,2021,Published Confirmed,0,0.26880186,0.01359217
HD 93963 A b,2,Transit,2022,Published Confirmed,0,0.13292913,0.01356078
pi Men c,1,Transit,2018,Published Confirmed,0,0.18824192,0.01352931
TOI-5720 b,1,Transit,2024,Published Confirmed,0,0.09724345,0.01352931
Kepler-102 f,1,Transit,2014,Published Confirmed,0,0.07681341,0.01352931
K2-36 b,1,Transit,2016,Published Confirmed,0,0.12757627,0.01352931
K2-136 b,2,Transit,2017,Published Confirmed,0,0.09046318,0.01352931
HD 25463 c,1,Transit,2023,Published Confirmed,0,0.12164795,0.01352931
Kepler-102 b,1,Transit,2014,Published Confirmed,0,0.04200000,0.01352925
GJ 9827 b,1,Transit,2017,Published Confirmed,0,0.12846842,0.01346639
Kepler-65 d,1,Transit,2012,Published Confirmed,0,0.15880124,0.01336662
TOI-260 b,1,Transit,2024,Published Confirmed,0,0.15255624,0.01330907
TOI-1266 b,1,Transit,2020,Published Confirmed,0,0.23374115,0.01330907
TOI-270 d,1,Transit,2019,Published Confirmed,0,0.17842836,0.01321468
HD 235088 b,1,Transit,2023,Published Confirmed,0,0.18512515,0.01321468
HD 224018 d,1,Transit,2025,Published Confirmed,0,0.21411403,0.01321468
K2-3 c,1,Transit,2015,Published Confirmed,0,0.15344812,0.01321461
